,host,media,freq,fsize,rsize,threads,iter,subiter,test,throughput,runtime
3511,m06,SSD,1600000,256,64,1,19,4,re-readers,2486632.00,12
4044,m06,SSD,1600000,256,64,1,20,1,initial-writers,837026.12,12
4045,m06,SSD,1600000,256,64,1,20,2,rewriters,1729594.00,12
4046,m06,SSD,1600000,256,64,1,20,3,readers,2480886.50,12
4047,m06,SSD,1600000,256,64,1,20,4,re-readers,1868008.25,12
5232,m06,SSD,1600000,256,64,1,21,1,initial-writers,684432.62,12
5233,m06,SSD,1600000,256,64,1,21,2,rewriters,1718521.12,12
5234,m06,SSD,1600000,256,64,1,21,3,readers,2170027.25,12
5235,m06,SSD,1600000,256,64,1,21,4,re-readers,2034350.50,12
766,m06,SSD,1600000,256,64,1,22,1,initial-writers,827989.75,12
767,m06,SSD,1600000,256,64,1,22,2,rewriters,1523457.88,12
768,m06,SSD,1600000,256,64,1,22,3,readers,2205688.75,12
769,m06,SSD,1600000,256,64,1,22,4,re-readers,2435862.00,12
8542,m06,SSD,1600000,256,64,1,23,1,initial-writers,834424.25,12
8543,m06,SSD,1600000,256,64,1,23,2,rewriters,1740810.38,12
8544,m06,SSD,1600000,256,64,1,23,3,readers,2463808.50,12
8545,m06,SSD,1600000,256,64,1,23,4,re-readers,2435862.00,12
3590,m06,SSD,1600000,256,64,1,24,1,initial-writers,825443.69,12
3591,m06,SSD,1600000,256,64,1,24,2,rewriters,1715775.00,12
3592,m06,SSD,1600000,256,64,1,24,3,readers,2504028.75,12
3593,m06,SSD,1600000,256,64,1,24,4,re-readers,2205688.75,12
8556,m06,SSD,1600000,256,64,1,25,1,initial-writers,809878.75,12
8557,m06,SSD,1600000,256,64,1,25,2,rewriters,1579483.38,12
8558,m06,SSD,1600000,256,64,1,25,3,readers,2480886.50,12
8559,m06,SSD,1600000,256,64,1,25,4,re-readers,2486632.00,12
8074,m06,SSD,1600000,256,64,1,26,1,initial-writers,802614.19,12
8075,m06,SSD,1600000,256,64,1,26,2,rewriters,1729594.00,12
8076,m06,SSD,1600000,256,64,1,26,3,readers,2247235.25,12
8077,m06,SSD,1600000,256,64,1,26,4,re-readers,2435862.00,12
8638,m06,SSD,1600000,256,64,1,27,1,initial-writers,679237.06,12
8639,m06,SSD,1600000,256,64,1,27,2,rewriters,1552085.75,12
8640,m06,SSD,1600000,256,64,1,27,3,readers,2486632.00,12
8641,m06,SSD,1600000,256,64,1,27,4,re-readers,2486632.00,12
5076,m06,SSD,1600000,256,64,1,28,1,initial-writers,873809.31,12
5077,m06,SSD,1600000,256,64,1,28,2,rewriters,1327564.62,12
5078,m06,SSD,1600000,256,64,1,28,3,readers,2486632.00,12
5079,m06,SSD,1600000,256,64,1,28,4,re-readers,2413957.00,12
5566,m06,SSD,1600000,256,64,1,29,1,initial-writers,833776.31,12
5567,m06,SSD,1600000,256,64,1,29,2,rewriters,1549845.50,12
5568,m06,SSD,1600000,256,64,1,29,3,readers,2563818.50,12
5569,m06,SSD,1600000,256,64,1,29,4,re-readers,2486632.00,12
4366,m06,SSD,1600000,256,64,1,30,1,initial-writers,812944.62,12
4367,m06,SSD,1600000,256,64,1,30,2,rewriters,1707589.12,12
4368,m06,SSD,1600000,256,64,1,30,3,readers,1829808.00,12
4369,m06,SSD,1600000,256,64,1,30,4,re-readers,2486632.00,12
4620,m06,SSD,1600000,256,64,1,31,1,initial-writers,833776.31,12
4621,m06,SSD,1600000,256,64,1,31,2,rewriters,1718521.12,12
4622,m06,SSD,1600000,256,64,1,31,3,readers,1952947.75,12
4623,m06,SSD,1600000,256,64,1,31,4,re-readers,2458168.00,12
5436,m06,SSD,1600000,256,64,1,32,1,initial-writers,831194.56,12
5437,m06,SSD,1600000,256,64,1,32,2,rewriters,1743637.25,12
5438,m06,SSD,1600000,256,64,1,32,3,readers,2205688.75,12
5439,m06,SSD,1600000,256,64,1,32,4,re-readers,2509882.00,12
3430,m06,SSD,1600000,256,64,1,33,1,initial-writers,879535.44,12
3431,m06,SSD,1600000,256,64,1,33,2,rewriters,1415041.75,12
3432,m06,SSD,1600000,256,64,1,33,3,readers,2463808.50,12
3433,m06,SSD,1600000,256,64,1,33,4,re-readers,2097948.25,12
5868,m06,SSD,1600000,256,64,1,34,1,initial-writers,833776.31,12
5869,m06,SSD,1600000,256,64,1,34,2,rewriters,1743637.25,12
5870,m06,SSD,1600000,256,64,1,34,3,readers,2097948.25,12
5871,m06,SSD,1600000,256,64,1,34,4,re-readers,2486632.00,12
6522,m06,SSD,1600000,256,64,1,35,1,initial-writers,688381.81,12
6523,m06,SSD,1600000,256,64,1,35,2,rewriters,1479379.12,12
6524,m06,SSD,1600000,256,64,1,35,3,readers,2509882.00,12
6525,m06,SSD,1600000,256,64,1,35,4,re-readers,2458168.00,12
1990,m06,SSD,1600000,256,64,1,36,1,initial-writers,822913.19,12
1991,m06,SSD,1600000,256,64,1,36,2,rewriters,1523457.88,12
1992,m06,SSD,1600000,256,64,1,36,3,readers,2486632.00,12
1993,m06,SSD,1600000,256,64,1,36,4,re-readers,2486632.00,12
3646,m06,SSD,1600000,256,64,1,37,1,initial-writers,901693.56,12
3647,m06,SSD,1600000,256,64,1,37,2,rewriters,1743637.25,12
3648,m06,SSD,1600000,256,64,1,37,3,readers,1790149.38,12
3649,m06,SSD,1600000,256,64,1,37,4,re-readers,2152625.50,12
3352,m06,SSD,1600000,256,64,1,38,1,initial-writers,831194.56,12
3353,m06,SSD,1600000,256,64,1,38,2,rewriters,1600674.75,12
3354,m06,SSD,1600000,256,64,1,38,3,readers,1952947.75,12
3355,m06,SSD,1600000,256,64,1,38,4,re-readers,2463808.50,12
702,m06,SSD,1600000,256,64,1,39,1,initial-writers,844930.00,12
703,m06,SSD,1600000,256,64,1,39,2,rewriters,1339154.62,12
704,m06,SSD,1600000,256,64,1,39,3,readers,2205688.75,12
705,m06,SSD,1600000,256,64,1,39,4,re-readers,1938842.00,12
3322,m06,SSD,1600000,256,64,1,40,1,initial-writers,861885.50,12
3323,m06,SSD,1600000,256,64,1,40,2,rewriters,1729594.00,12
3324,m06,SSD,1600000,256,64,1,40,3,readers,1790149.38,12
3325,m06,SSD,1600000,256,64,1,40,4,re-readers,2458168.00,12
4062,m06,SSD,1600000,256,64,1,41,1,initial-writers,852984.56,12
4063,m06,SSD,1600000,256,64,1,41,2,rewriters,1325925.25,12
4064,m06,SSD,1600000,256,64,1,41,3,readers,2539563.25,12
4065,m06,SSD,1600000,256,64,1,41,4,re-readers,2509882.00,12
8380,m06,SSD,1600000,256,64,1,42,1,initial-writers,828628.75,12
8381,m06,SSD,1600000,256,64,1,42,2,rewriters,1718521.12,12
8382,m06,SSD,1600000,256,64,1,42,3,readers,2563818.50,12
8383,m06,SSD,1600000,256,64,1,42,4,re-readers,2486632.00,12
4558,m06,SSD,1600000,256,64,1,43,1,initial-writers,825443.69,12
4559,m06,SSD,1600000,256,64,1,43,2,rewriters,1579483.38,12
4560,m06,SSD,1600000,256,64,1,43,3,readers,2509882.00,12
4561,m06,SSD,1600000,256,64,1,43,4,re-readers,2458168.00,12
6350,m06,SSD,1600000,256,64,1,44,1,initial-writers,870974.12,12
6351,m06,SSD,1600000,256,64,1,44,2,rewriters,1729594.00,12
6352,m06,SSD,1600000,256,64,1,44,3,readers,1911233.38,12
6353,m06,SSD,1600000,256,64,1,44,4,re-readers,1952947.75,12
982,m06,SSD,1600000,256,64,1,45,1,initial-writers,839644.25,12
983,m06,SSD,1600000,256,64,1,45,2,rewriters,1707589.12,12
984,m06,SSD,1600000,256,64,1,45,3,readers,2486632.00,12
985,m06,SSD,1600000,256,64,1,45,4,re-readers,2463808.50,12
7390,m06,SSD,1600000,256,64,1,46,1,initial-writers,755195.94,12
7391,m06,SSD,1600000,256,64,1,46,2,rewriters,1552085.75,12
7392,m06,SSD,1600000,256,64,1,46,3,readers,2509882.00,12
7393,m06,SSD,1600000,256,64,1,46,4,re-readers,2486632.00,12
1384,m06,SSD,1600000,256,64,1,47,1,initial-writers,831194.56,12
1385,m06,SSD,1600000,256,64,1,47,2,rewriters,1256123.75,12
1386,m06,SSD,1600000,256,64,1,47,3,readers,2458168.00,12
1387,m06,SSD,1600000,256,64,1,47,4,re-readers,1924938.75,12
4490,m06,SSD,1600000,256,64,1,48,1,initial-writers,825443.69,12
4491,m06,SSD,1600000,256,64,1,48,2,rewriters,1729594.00,12
4492,m06,SSD,1600000,256,64,1,48,3,readers,2539563.25,12
4493,m06,SSD,1600000,256,64,1,48,4,re-readers,2509882.00,12
902,m06,SSD,1600000,256,64,1,49,1,initial-writers,901693.56,12
903,m06,SSD,1600000,256,64,1,49,2,rewriters,1274008.75,12
904,m06,SSD,1600000,256,64,1,49,3,readers,2509882.00,12
905,m06,SSD,1600000,256,64,1,49,4,re-readers,1619994.75,12
7656,m06,SSD,1600000,256,64,1,50,1,initial-writers,839644.25,12
7657,m06,SSD,1600000,256,64,1,50,2,rewriters,1558845.62,12
7658,m06,SSD,1600000,256,64,1,50,3,readers,2045979.62,12
7659,m06,SSD,1600000,256,64,1,50,4,re-readers,2463808.50,12
2990,m06,SSD,1600000,256,64,1,51,1,initial-writers,649647.94,12
2991,m06,SSD,1600000,256,64,1,51,2,rewriters,1354356.75,12
2992,m06,SSD,1600000,256,64,1,51,3,readers,2463808.50,12
2993,m06,SSD,1600000,256,64,1,51,4,re-readers,1942349.38,12
3082,m06,SSD,1600000,256,64,1,52,1,initial-writers,814795.25,12
3083,m06,SSD,1600000,256,64,1,52,2,rewriters,1235882.50,12
3084,m06,SSD,1600000,256,64,1,52,3,readers,2458168.00,12
3085,m06,SSD,1600000,256,64,1,52,4,re-readers,1814348.50,12
916,m06,SSD,1600000,256,64,1,53,1,initial-writers,837026.12,12
917,m06,SSD,1600000,256,64,1,53,2,rewriters,1570244.00,12
918,m06,SSD,1600000,256,64,1,53,3,readers,2557711.50,12
919,m06,SSD,1600000,256,64,1,53,4,re-readers,2148318.50,12
4922,m06,SSD,1600000,256,64,1,54,1,initial-writers,815414.06,12
4923,m06,SSD,1600000,256,64,1,54,2,rewriters,1729594.00,12
4924,m06,SSD,1600000,256,64,1,54,3,readers,2165650.50,12
4925,m06,SSD,1600000,256,64,1,54,4,re-readers,2486632.00,12
7520,m06,SSD,1600000,256,64,1,55,1,initial-writers,822913.19,12
7521,m06,SSD,1600000,256,64,1,55,2,rewriters,1718521.12,12
7522,m06,SSD,1600000,256,64,1,55,3,readers,2509882.00,12
7523,m06,SSD,1600000,256,64,1,55,4,re-readers,2187712.75,12
7562,m06,SSD,1600000,256,64,1,56,1,initial-writers,828628.75,12
7563,m06,SSD,1600000,256,64,1,56,2,rewriters,1561112.12,12
7564,m06,SSD,1600000,256,64,1,56,3,readers,2480886.50,12
7565,m06,SSD,1600000,256,64,1,56,4,re-readers,2486632.00,12
2738,m06,SSD,1600000,256,64,1,57,1,initial-writers,831194.56,12
2739,m06,SSD,1600000,256,64,1,57,2,rewriters,1718521.12,12
2740,m06,SSD,1600000,256,64,1,57,3,readers,2563818.50,12
2741,m06,SSD,1600000,256,64,1,57,4,re-readers,2242542.00,12
5398,m06,SSD,1600000,256,64,1,58,1,initial-writers,837026.12,12
5399,m06,SSD,1600000,256,64,1,58,2,rewriters,1514860.50,12
5400,m06,SSD,1600000,256,64,1,58,3,readers,2350543.75,12
5401,m06,SSD,1600000,256,64,1,58,4,re-readers,2486632.00,12
7446,m06,SSD,1600000,256,64,1,59,1,initial-writers,817898.50,12
7447,m06,SSD,1600000,256,64,1,59,2,rewriters,1354356.75,12
7448,m06,SSD,1600000,256,64,1,59,3,readers,2533571.00,12
7449,m06,SSD,1600000,256,64,1,59,4,re-readers,2247235.25,12
2430,m06,SSD,1600000,256,64,1,60,1,initial-writers,833776.31,12
2431,m06,SSD,1600000,256,64,1,60,2,rewriters,1729594.00,12
2432,m06,SSD,1600000,256,64,1,60,3,readers,2000242.88,12
2433,m06,SSD,1600000,256,64,1,60,4,re-readers,2371308.25,12
4442,m06,SSD,1600000,256,64,1,61,1,initial-writers,879535.44,12
4443,m06,SSD,1600000,256,64,1,61,2,rewriters,1718521.12,12
4444,m06,SSD,1600000,256,64,1,61,3,readers,2533571.00,12
4445,m06,SSD,1600000,256,64,1,61,4,re-readers,2463808.50,12
2710,m06,SSD,1600000,256,64,1,62,1,initial-writers,828628.75,12
2711,m06,SSD,1600000,256,64,1,62,2,rewriters,1243036.25,12
2712,m06,SSD,1600000,256,64,1,62,3,readers,2000242.88,12
2713,m06,SSD,1600000,256,64,1,62,4,re-readers,2509882.00,12
5966,m06,SSD,1600000,256,64,1,63,1,initial-writers,847597.88,12
5967,m06,SSD,1600000,256,64,1,63,2,rewriters,1729594.00,12
5968,m06,SSD,1600000,256,64,1,63,3,readers,2463808.50,12
5969,m06,SSD,1600000,256,64,1,63,4,re-readers,2458168.00,12
6020,m06,SSD,1600000,256,64,1,64,1,initial-writers,844265.62,12
6021,m06,SSD,1600000,256,64,1,64,2,rewriters,1347557.88,12
6022,m06,SSD,1600000,256,64,1,64,3,readers,2509882.00,12
6023,m06,SSD,1600000,256,64,1,64,4,re-readers,2458168.00,12
4464,m06,SSD,1600000,256,64,1,65,1,initial-writers,891956.12,12
4465,m06,SSD,1600000,256,64,1,65,2,rewriters,1718521.12,12
4466,m06,SSD,1600000,256,64,1,65,3,readers,1981783.88,12
4467,m06,SSD,1600000,256,64,1,65,4,re-readers,2486632.00,12
4040,m06,SSD,1600000,256,64,1,66,1,initial-writers,817898.50,12
4041,m06,SSD,1600000,256,64,1,66,2,rewriters,1561112.12,12
4042,m06,SSD,1600000,256,64,1,66,3,readers,2441400.50,12
4043,m06,SSD,1600000,256,64,1,66,4,re-readers,2435862.00,12
3202,m06,SSD,1600000,256,64,1,67,1,initial-writers,809878.75,12
3203,m06,SSD,1600000,256,64,1,67,2,rewriters,1600674.75,12
3204,m06,SSD,1600000,256,64,1,67,3,readers,2463808.50,12
3205,m06,SSD,1600000,256,64,1,67,4,re-readers,1938842.00,12
3170,m06,SSD,1600000,256,64,1,68,1,initial-writers,864661.75,12
3171,m06,SSD,1600000,256,64,1,68,2,rewriters,1740810.38,12
3172,m06,SSD,1600000,256,64,1,68,3,readers,2509882.00,12
3173,m06,SSD,1600000,256,64,1,68,4,re-readers,2463808.50,12
2426,m06,SSD,1600000,256,64,1,69,1,initial-writers,826078.75,12
2427,m06,SSD,1600000,256,64,1,69,2,rewriters,1729594.00,12
2428,m06,SSD,1600000,256,64,1,69,3,readers,2242542.00,12
2429,m06,SSD,1600000,256,64,1,69,4,re-readers,2509882.00,12
6734,m06,SSD,1600000,256,64,1,70,1,initial-writers,802014.69,12
6735,m06,SSD,1600000,256,64,1,70,2,rewriters,1579483.38,12
6736,m06,SSD,1600000,256,64,1,70,3,readers,2509882.00,12
6737,m06,SSD,1600000,256,64,1,70,4,re-readers,2486632.00,12
2562,m06,SSD,1600000,256,64,1,71,1,initial-writers,841618.62,12
2563,m06,SSD,1600000,256,64,1,71,2,rewriters,1707589.12,12
2564,m06,SSD,1600000,256,64,1,71,3,readers,2533571.00,12
2565,m06,SSD,1600000,256,64,1,71,4,re-readers,2486632.00,12
58,m06,SSD,1600000,256,64,1,72,1,initial-writers,805021.19,12
59,m06,SSD,1600000,256,64,1,72,2,rewriters,1729594.00,12
60,m06,SSD,1600000,256,64,1,72,3,readers,2015259.50,12
61,m06,SSD,1600000,256,64,1,72,4,re-readers,2486632.00,12
888,m06,SSD,1600000,256,64,1,73,1,initial-writers,836374.12,12
889,m06,SSD,1600000,256,64,1,73,2,rewriters,1752173.25,12
890,m06,SSD,1600000,256,64,1,73,3,readers,2509882.00,12
891,m06,SSD,1600000,256,64,1,73,4,re-readers,2463808.50,12
4874,m06,SSD,1600000,256,64,1,74,1,initial-writers,870974.12,12
4875,m06,SSD,1600000,256,64,1,74,2,rewriters,1718521.12,12
4876,m06,SSD,1600000,256,64,1,74,3,readers,2509882.00,12
4877,m06,SSD,1600000,256,64,1,74,4,re-readers,2458168.00,12
4546,m06,SSD,1600000,256,64,1,75,1,initial-writers,826078.75,12
4547,m06,SSD,1600000,256,64,1,75,2,rewriters,1755037.25,12
4548,m06,SSD,1600000,256,64,1,75,3,readers,2509882.00,12
4549,m06,SSD,1600000,256,64,1,75,4,re-readers,2486632.00,12
3228,m06,SSD,1600000,256,64,1,76,1,initial-writers,815414.06,12
3229,m06,SSD,1600000,256,64,1,76,2,rewriters,1752173.25,12
3230,m06,SSD,1600000,256,64,1,76,3,readers,2533571.00,12
3231,m06,SSD,1600000,256,64,1,76,4,re-readers,2458168.00,12
8676,m06,SSD,1600000,256,64,1,77,1,initial-writers,838988.19,12
8677,m06,SSD,1600000,256,64,1,77,2,rewriters,1729594.00,12
8678,m06,SSD,1600000,256,64,1,77,3,readers,2557711.50,12
8679,m06,SSD,1600000,256,64,1,77,4,re-readers,2463808.50,12
8612,m06,SSD,1600000,256,64,1,78,1,initial-writers,817898.50,12
8613,m06,SSD,1600000,256,64,1,78,2,rewriters,1729594.00,12
8614,m06,SSD,1600000,256,64,1,78,3,readers,2533571.00,12
8615,m06,SSD,1600000,256,64,1,78,4,re-readers,2081678.75,12
4312,m06,SSD,1600000,256,64,1,79,1,initial-writers,826078.75,12
4313,m06,SSD,1600000,256,64,1,79,2,rewriters,1755037.25,12
4314,m06,SSD,1600000,256,64,1,79,3,readers,2533571.00,12
4315,m06,SSD,1600000,256,64,1,79,4,re-readers,2486632.00,12
1336,m06,SSD,1600000,256,64,1,80,1,initial-writers,831194.56,12
1337,m06,SSD,1600000,256,64,1,80,2,rewriters,1463250.88,12
1338,m06,SSD,1600000,256,64,1,80,3,readers,2509882.00,12
1339,m06,SSD,1600000,256,64,1,80,4,re-readers,2435862.00,12
1148,m06,SSD,1600000,256,64,1,81,1,initial-writers,809878.75,12
1149,m06,SSD,1600000,256,64,1,81,2,rewriters,1588832.12,12
1150,m06,SSD,1600000,256,64,1,81,3,readers,2458168.00,12
1151,m06,SSD,1600000,256,64,1,81,4,re-readers,2458168.00,12
4,m06,SSD,1600000,256,64,1,82,1,initial-writers,673696.81,12
5,m06,SSD,1600000,256,64,1,82,2,rewriters,1549845.50,12
6,m06,SSD,1600000,256,64,1,82,3,readers,1952947.75,12
7,m06,SSD,1600000,256,64,1,82,4,re-readers,2435862.00,12
5300,m06,SSD,1600000,256,64,1,83,1,initial-writers,828628.75,12
5301,m06,SSD,1600000,256,64,1,83,2,rewriters,1489641.12,12
5302,m06,SSD,1600000,256,64,1,83,3,readers,2533571.00,12
5303,m06,SSD,1600000,256,64,1,83,4,re-readers,2486632.00,12
5502,m06,SSD,1600000,256,64,1,84,1,initial-writers,807442.69,12
5503,m06,SSD,1600000,256,64,1,84,2,rewriters,1552085.75,12
5504,m06,SSD,1600000,256,64,1,84,3,readers,2441400.50,12
5505,m06,SSD,1600000,256,64,1,84,4,re-readers,2463808.50,12
4746,m06,SSD,1600000,256,64,1,85,1,initial-writers,748353.50,12
4747,m06,SSD,1600000,256,64,1,85,2,rewriters,1718521.12,12
4748,m06,SSD,1600000,256,64,1,85,3,readers,2533571.00,12
4749,m06,SSD,1600000,256,64,1,85,4,re-readers,1752173.25,12
7202,m06,SSD,1600000,256,64,1,86,1,initial-writers,844930.00,12
7203,m06,SSD,1600000,256,64,1,86,2,rewriters,1163562.12,12
7204,m06,SSD,1600000,256,64,1,86,3,readers,2435862.00,12
7205,m06,SSD,1600000,256,64,1,86,4,re-readers,1921494.00,12
2790,m06,SSD,1600000,256,64,1,87,1,initial-writers,675391.88,12
2791,m06,SSD,1600000,256,64,1,87,2,rewriters,1254656.00,12
2792,m06,SSD,1600000,256,64,1,87,3,readers,2065659.88,12
2793,m06,SSD,1600000,256,64,1,87,4,re-readers,2413957.00,12
6540,m06,SSD,1600000,256,64,1,88,1,initial-writers,856386.19,12
6541,m06,SSD,1600000,256,64,1,88,2,rewriters,1262029.38,12
6542,m06,SSD,1600000,256,64,1,88,3,readers,2533571.00,12
6543,m06,SSD,1600000,256,64,1,88,4,re-readers,2131261.75,12
7462,m06,SSD,1600000,256,64,1,89,1,initial-writers,886067.69,12
7463,m06,SSD,1600000,256,64,1,89,2,rewriters,1740810.38,12
7464,m06,SSD,1600000,256,64,1,89,3,readers,2539563.25,12
7465,m06,SSD,1600000,256,64,1,89,4,re-readers,2392442.50,12
4554,m06,SSD,1600000,256,64,1,90,1,initial-writers,766517.31,12
4555,m06,SSD,1600000,256,64,1,90,2,rewriters,1430119.38,12
4556,m06,SSD,1600000,256,64,1,90,3,readers,2486632.00,12
4557,m06,SSD,1600000,256,64,1,90,4,re-readers,1924938.75,12
7224,m06,SSD,1600000,256,64,1,91,1,initial-writers,831194.56,12
7225,m06,SSD,1600000,256,64,1,91,2,rewriters,1752173.25,12
7226,m06,SSD,1600000,256,64,1,91,3,readers,2539563.25,12
7227,m06,SSD,1600000,256,64,1,91,4,re-readers,1790149.38,12
8398,m06,SSD,1600000,256,64,1,92,1,initial-writers,876663.00,12
8399,m06,SSD,1600000,256,64,1,92,2,rewriters,1345868.75,12
8400,m06,SSD,1600000,256,64,1,92,3,readers,1938842.00,12
8401,m06,SSD,1600000,256,64,1,92,4,re-readers,2463808.50,12
2286,m06,SSD,1600000,256,64,1,93,1,initial-writers,689708.31,12
2287,m06,SSD,1600000,256,64,1,93,2,rewriters,1340826.88,12
2288,m06,SSD,1600000,256,64,1,93,3,readers,2458168.00,12
2289,m06,SSD,1600000,256,64,1,93,4,re-readers,2480886.50,12
4338,m06,SSD,1600000,256,64,1,94,1,initial-writers,844930.00,12
4339,m06,SSD,1600000,256,64,1,94,2,rewriters,1588832.12,12
4340,m06,SSD,1600000,256,64,1,94,3,readers,1897721.75,12
4341,m06,SSD,1600000,256,64,1,94,4,re-readers,1696795.38,12
7966,m06,SSD,1600000,256,64,1,95,1,initial-writers,882426.69,12
7967,m06,SSD,1600000,256,64,1,95,2,rewriters,1718521.12,12
7968,m06,SSD,1600000,256,64,1,95,3,readers,2533571.00,12
7969,m06,SSD,1600000,256,64,1,95,4,re-readers,2435862.00,12
7410,m06,SSD,1600000,256,64,1,96,1,initial-writers,822913.19,12
7411,m06,SSD,1600000,256,64,1,96,2,rewriters,1718521.12,12
7412,m06,SSD,1600000,256,64,1,96,3,readers,2509882.00,12
7413,m06,SSD,1600000,256,64,1,96,4,re-readers,2480886.50,12
7852,m06,SSD,1600000,256,64,1,97,1,initial-writers,822913.19,12
7853,m06,SSD,1600000,256,64,1,97,2,rewriters,1743637.25,12
7854,m06,SSD,1600000,256,64,1,97,3,readers,2170027.25,12
7855,m06,SSD,1600000,256,64,1,97,4,re-readers,2170027.25,12
7078,m06,SSD,1600000,256,64,1,98,1,initial-writers,844930.00,12
7079,m06,SSD,1600000,256,64,1,98,2,rewriters,1740810.38,12
7080,m06,SSD,1600000,256,64,1,98,3,readers,2509882.00,12
7081,m06,SSD,1600000,256,64,1,98,4,re-readers,1952947.75,12
4528,m06,SSD,1600000,256,64,1,99,1,initial-writers,805021.19,12
4529,m06,SSD,1600000,256,64,1,99,2,rewriters,1561112.12,12
4530,m06,SSD,1600000,256,64,1,99,3,readers,1881098.50,12
4531,m06,SSD,1600000,256,64,1,99,4,re-readers,2000242.88,12
5892,m06,SSD,1600000,256,64,1,100,1,initial-writers,834424.25,12
5893,m06,SSD,1600000,256,64,1,100,2,rewriters,1561112.12,12
5894,m06,SSD,1600000,256,64,1,100,3,readers,2205688.75,12
5895,m06,SSD,1600000,256,64,1,100,4,re-readers,2509882.00,12
2984,m06,SSD,1600000,256,64,1,101,1,initial-writers,836374.12,12
2985,m06,SSD,1600000,256,64,1,101,2,rewriters,1561112.12,12
2986,m06,SSD,1600000,256,64,1,101,3,readers,1938842.00,12
2987,m06,SSD,1600000,256,64,1,101,4,re-readers,2486632.00,12
1254,m06,SSD,1600000,256,64,1,102,1,initial-writers,826078.75,12
1255,m06,SSD,1600000,256,64,1,102,2,rewriters,1243036.25,12
1256,m06,SSD,1600000,256,64,1,102,3,readers,2205688.75,12
1257,m06,SSD,1600000,256,64,1,102,4,re-readers,1956506.25,12
8176,m06,SSD,1600000,256,64,1,103,1,initial-writers,821025.50,12
8177,m06,SSD,1600000,256,64,1,103,2,rewriters,1570244.00,12
8178,m06,SSD,1600000,256,64,1,103,3,readers,1952947.75,12
8179,m06,SSD,1600000,256,64,1,103,4,re-readers,2463808.50,12
7150,m06,SSD,1600000,256,64,1,104,1,initial-writers,825443.69,12
7151,m06,SSD,1600000,256,64,1,104,2,rewriters,1248819.12,12
7152,m06,SSD,1600000,256,64,1,104,3,readers,1970871.00,12
7153,m06,SSD,1600000,256,64,1,104,4,re-readers,2486632.00,12
1848,m06,SSD,1600000,256,64,1,105,1,initial-writers,842278.81,12
1849,m06,SSD,1600000,256,64,1,105,2,rewriters,1588832.12,12
1850,m06,SSD,1600000,256,64,1,105,3,readers,2480886.50,12
1851,m06,SSD,1600000,256,64,1,105,4,re-readers,1938842.00,12
408,m06,SSD,1600000,256,64,1,106,1,initial-writers,828628.75,12
409,m06,SSD,1600000,256,64,1,106,2,rewriters,1570244.00,12
410,m06,SSD,1600000,256,64,1,106,3,readers,1924938.75,12
411,m06,SSD,1600000,256,64,1,106,4,re-readers,2486632.00,12
8044,m06,SSD,1600000,256,64,1,107,1,initial-writers,823544.38,12
8045,m06,SSD,1600000,256,64,1,107,2,rewriters,1347557.88,12
8046,m06,SSD,1600000,256,64,1,107,3,readers,2210229.00,12
8047,m06,SSD,1600000,256,64,1,107,4,re-readers,2486632.00,12
7118,m06,SSD,1600000,256,64,1,108,1,initial-writers,847597.88,12
7119,m06,SSD,1600000,256,64,1,108,2,rewriters,1715775.00,12
7120,m06,SSD,1600000,256,64,1,108,3,readers,2223962.75,12
7121,m06,SSD,1600000,256,64,1,108,4,re-readers,2458168.00,12
304,m06,SSD,1600000,256,64,1,109,1,initial-writers,807442.69,12
305,m06,SSD,1600000,256,64,1,109,2,rewriters,1552085.75,12
306,m06,SSD,1600000,256,64,1,109,3,readers,2509882.00,12
307,m06,SSD,1600000,256,64,1,109,4,re-readers,2509882.00,12
4952,m06,SSD,1600000,256,64,1,110,1,initial-writers,815414.06,12
4953,m06,SSD,1600000,256,64,1,110,2,rewriters,1715775.00,12
4954,m06,SSD,1600000,256,64,1,110,3,readers,1790149.38,12
4955,m06,SSD,1600000,256,64,1,110,4,re-readers,2463808.50,12
6290,m06,SSD,1600000,256,64,1,111,1,initial-writers,831194.56,12
6291,m06,SSD,1600000,256,64,1,111,2,rewriters,1570244.00,12
6292,m06,SSD,1600000,256,64,1,111,3,readers,2097948.25,12
6293,m06,SSD,1600000,256,64,1,111,4,re-readers,2486632.00,12
6786,m06,SSD,1600000,256,64,1,112,1,initial-writers,815414.06,12
6787,m06,SSD,1600000,256,64,1,112,2,rewriters,1248819.12,12
6788,m06,SSD,1600000,256,64,1,112,3,readers,2463808.50,12
6789,m06,SSD,1600000,256,64,1,112,4,re-readers,1924938.75,12
4632,m06,SSD,1600000,256,64,1,113,1,initial-writers,790210.00,12
4633,m06,SSD,1600000,256,64,1,113,2,rewriters,1243036.25,12
4634,m06,SSD,1600000,256,64,1,113,3,readers,1970871.00,12
4635,m06,SSD,1600000,256,64,1,113,4,re-readers,1924938.75,12
7600,m06,SSD,1600000,256,64,1,114,1,initial-writers,828628.75,12
7601,m06,SSD,1600000,256,64,1,114,2,rewriters,1479379.12,12
7602,m06,SSD,1600000,256,64,1,114,3,readers,2435862.00,12
7603,m06,SSD,1600000,256,64,1,114,4,re-readers,2435862.00,12
1926,m06,SSD,1600000,256,64,1,115,1,initial-writers,886067.69,12
1927,m06,SSD,1600000,256,64,1,115,2,rewriters,1696795.38,12
