"","Frequency","File.Size","Record.Size","Num.Threads","Test","disnumcomp","disname"
"970630",3.2,4096,4096,16,"readers","2","normcomp"
"970631",3.2,4096,4096,16,"re-readers","2","lnormcomp"
"970830",3.2,4096,4096,24,"readers","2","lnormcomp"
"970831",3.2,4096,4096,24,"re-readers","2","normcomp"
"971030",3.2,4096,4096,32,"readers","2","lnormcomp"
"971031",3.2,4096,4096,32,"re-readers","2","lnormcomp"
"971230",3.2,4096,4096,40,"readers","2","lnormcomp"
"971231",3.2,4096,4096,40,"re-readers","2","lnormcomp"
"971430",3.2,4096,4096,48,"readers","2","lnormcomp"
"971431",3.2,4096,4096,48,"re-readers","2","lnormcomp"
"971630",3.2,4096,4096,56,"readers","3","lnormcomp"
"971631",3.2,4096,4096,56,"re-readers","2","lnormcomp"
"971830",3.2,4096,4096,64,"readers","2","lnormcomp"
"971831",3.2,4096,4096,64,"re-readers","2","normcomp"
"972030",3.2,8192,4,1,"readers","5","normcomp"
"972031",3.2,8192,4,1,"re-readers","5","normcomp"
"972230",3.2,8192,4,8,"readers","2","lnormcomp"
"972231",3.2,8192,4,8,"re-readers","2","lnormcomp"
"972430",3.2,8192,4,16,"readers","2","normcomp"
"972431",3.2,8192,4,16,"re-readers","2","lnormcomp"
"972630",3.2,8192,4,24,"readers","2","lnormcomp"
"972631",3.2,8192,4,24,"re-readers","2","normcomp"
"972830",3.2,8192,4,32,"readers","2","gammacomp"
"972831",3.2,8192,4,32,"re-readers","2","normcomp"
"973030",3.2,8192,4,40,"readers","2","gammacomp"
"973031",3.2,8192,4,40,"re-readers","2","normcomp"
"973114",3.2,8192,4,48,"readers","2","normcomp"
"973115",3.2,8192,4,48,"re-readers","2","normcomp"
"973314",3.2,8192,4,56,"readers","2","lnormcomp"
"973315",3.2,8192,4,56,"re-readers","2","lnormcomp"
"973514",3.2,8192,4,64,"readers","2","gammacomp"
"973515",3.2,8192,4,64,"re-readers","3","lnormcomp"
"973714",3.2,8192,8,1,"readers","5","lnormcomp"
"973715",3.2,8192,8,1,"re-readers","5","normcomp"
"974030",3.2,8192,8,8,"readers","2","normcomp"
"974031",3.2,8192,8,8,"re-readers","2","lnormcomp"
"974230",3.2,8192,8,16,"readers","2","normcomp"
"974231",3.2,8192,8,16,"re-readers","2","normcomp"
"974430",3.2,8192,8,24,"readers","2","lnormcomp"
"974431",3.2,8192,8,24,"re-readers","2","lnormcomp"
"974630",3.2,8192,8,32,"readers","2","lnormcomp"
"974631",3.2,8192,8,32,"re-readers","2","normcomp"
"974830",3.2,8192,8,40,"readers","2","lnormcomp"
"974831",3.2,8192,8,40,"re-readers","2","lnormcomp"
"975030",3.2,8192,8,48,"readers","2","lnormcomp"
"975031",3.2,8192,8,48,"re-readers","2","lnormcomp"
"975230",3.2,8192,8,56,"readers","2","lnormcomp"
"975231",3.2,8192,8,56,"re-readers","2","lnormcomp"
"975430",3.2,8192,8,64,"readers","2","lnormcomp"
"975431",3.2,8192,8,64,"re-readers","2","normcomp"
"975630",3.2,8192,16,1,"readers","4","normcomp"
"975631",3.2,8192,16,1,"re-readers","5","normcomp"
"975830",3.2,8192,16,8,"readers","2","normcomp"
"975831",3.2,8192,16,8,"re-readers","3","lnormcomp"
"976030",3.2,8192,16,16,"readers","2","normcomp"
"976031",3.2,8192,16,16,"re-readers","2","lnormcomp"
"976230",3.2,8192,16,24,"readers","2","lnormcomp"
"976231",3.2,8192,16,24,"re-readers","2","normcomp"
"976430",3.2,8192,16,32,"readers","2","normcomp"
"976431",3.2,8192,16,32,"re-readers","2","normcomp"
"976630",3.2,8192,16,40,"readers","2","lnormcomp"
"976631",3.2,8192,16,40,"re-readers","2","normcomp"
"976830",3.2,8192,16,48,"readers","2","lnormcomp"
"976831",3.2,8192,16,48,"re-readers","2","lnormcomp"
"977030",3.2,8192,16,56,"readers","2","gammacomp"
"977031",3.2,8192,16,56,"re-readers","2","lnormcomp"
"977230",3.2,8192,16,64,"readers","2","lnormcomp"
"977231",3.2,8192,16,64,"re-readers","2","gammacomp"
"977430",3.2,8192,32,1,"readers","3","normcomp"
"977431",3.2,8192,32,1,"re-readers","2","lnormcomp"
"977630",3.2,8192,32,8,"readers","2","lnormcomp"
"977631",3.2,8192,32,8,"re-readers","2","lnormcomp"
"977830",3.2,8192,32,16,"readers","2","normcomp"
"977831",3.2,8192,32,16,"re-readers","2","lnormcomp"
"978030",3.2,8192,32,24,"readers","2","normcomp"
"978031",3.2,8192,32,24,"re-readers","2","normcomp"
"978230",3.2,8192,32,32,"readers","2","gammacomp"
"978231",3.2,8192,32,32,"re-readers","2","normcomp"
"978430",3.2,8192,32,40,"readers","2","gammacomp"
"978431",3.2,8192,32,40,"re-readers","2","normcomp"
"978630",3.2,8192,32,48,"readers","2","lnormcomp"
"978631",3.2,8192,32,48,"re-readers","2","lnormcomp"
"978830",3.2,8192,32,56,"readers","2","lnormcomp"
"978831",3.2,8192,32,56,"re-readers","2","gammacomp"
"979030",3.2,8192,32,64,"readers","2","lnormcomp"
"979031",3.2,8192,32,64,"re-readers","2","normcomp"
"979230",3.2,8192,64,1,"readers","4","lnormcomp"
"979231",3.2,8192,64,1,"re-readers","5","normcomp"
"979430",3.2,8192,64,8,"readers","3","normcomp"
"979431",3.2,8192,64,8,"re-readers","3","lnormcomp"
"979630",3.2,8192,64,16,"readers","2","normcomp"
"979631",3.2,8192,64,16,"re-readers","2","lnormcomp"
"979830",3.2,8192,64,24,"readers","2","normcomp"
"979831",3.2,8192,64,24,"re-readers","2","normcomp"
"980030",3.2,8192,64,32,"readers","2","lnormcomp"
"980031",3.2,8192,64,32,"re-readers","2","normcomp"
"980230",3.2,8192,64,40,"readers","2","lnormcomp"
"980231",3.2,8192,64,40,"re-readers","2","lnormcomp"
"980430",3.2,8192,64,48,"readers","2","gammacomp"
"980431",3.2,8192,64,48,"re-readers","2","gammacomp"
"980630",3.2,8192,64,56,"readers","2","lnormcomp"
"980631",3.2,8192,64,56,"re-readers","2","lnormcomp"
"980830",3.2,8192,64,64,"readers","2","lnormcomp"
"980831",3.2,8192,64,64,"re-readers","2","lnormcomp"
"981030",3.2,8192,128,1,"readers","5","normcomp"
"981031",3.2,8192,128,1,"re-readers","5","normcomp"
"981230",3.2,8192,128,8,"readers","2","normcomp"
"981231",3.2,8192,128,8,"re-readers","2","lnormcomp"
"981430",3.2,8192,128,16,"readers","2","normcomp"
"981431",3.2,8192,128,16,"re-readers","2","lnormcomp"
"981630",3.2,8192,128,24,"readers","2","lnormcomp"
"981631",3.2,8192,128,24,"re-readers","2","normcomp"
"981830",3.2,8192,128,32,"readers","2","lnormcomp"
"981831",3.2,8192,128,32,"re-readers","2","normcomp"
"982030",3.2,8192,128,40,"readers","2","lnormcomp"
"982031",3.2,8192,128,40,"re-readers","2","gammacomp"
"982230",3.2,8192,128,48,"readers","2","lnormcomp"
"982231",3.2,8192,128,48,"re-readers","2","normcomp"
"982430",3.2,8192,128,56,"readers","2","lnormcomp"
"982431",3.2,8192,128,56,"re-readers","2","lnormcomp"
"982630",3.2,8192,128,64,"readers","2","lnormcomp"
"982631",3.2,8192,128,64,"re-readers","2","lnormcomp"
"982830",3.2,8192,256,1,"readers","5","lnormcomp"
"982831",3.2,8192,256,1,"re-readers","5","lnormcomp"
"983030",3.2,8192,256,8,"readers","2","lnormcomp"
"983031",3.2,8192,256,8,"re-readers","2","lnormcomp"
"983230",3.2,8192,256,16,"readers","2","normcomp"
"983231",3.2,8192,256,16,"re-readers","2","normcomp"
"983430",3.2,8192,256,24,"readers","2","gammacomp"
"983431",3.2,8192,256,24,"re-readers","2","lnormcomp"
"983630",3.2,8192,256,32,"readers","2","normcomp"
"983631",3.2,8192,256,32,"re-readers","3","lnormcomp"
"983830",3.2,8192,256,40,"readers","2","lnormcomp"
"983831",3.2,8192,256,40,"re-readers","2","normcomp"
"984030",3.2,8192,256,48,"readers","2","lnormcomp"
"984031",3.2,8192,256,48,"re-readers","2","lnormcomp"
"984230",3.2,8192,256,56,"readers","2","lnormcomp"
"984231",3.2,8192,256,56,"re-readers","2","lnormcomp"
"984430",3.2,8192,256,64,"readers","2","lnormcomp"
"984431",3.2,8192,256,64,"re-readers","2","lnormcomp"
"984630",3.2,8192,512,1,"readers","5","lnormcomp"
"984631",3.2,8192,512,1,"re-readers","3","lnormcomp"
"984830",3.2,8192,512,8,"readers","2","lnormcomp"
"984831",3.2,8192,512,8,"re-readers","2","lnormcomp"
"985030",3.2,8192,512,16,"readers","2","normcomp"
"985031",3.2,8192,512,16,"re-readers","2","normcomp"
"985230",3.2,8192,512,24,"readers","2","normcomp"
"985231",3.2,8192,512,24,"re-readers","2","lnormcomp"
"985430",3.2,8192,512,32,"readers","2","normcomp"
"985431",3.2,8192,512,32,"re-readers","2","lnormcomp"
"985630",3.2,8192,512,40,"readers","2","normcomp"
"985631",3.2,8192,512,40,"re-readers","2","lnormcomp"
"985830",3.2,8192,512,48,"readers","2","lnormcomp"
"985831",3.2,8192,512,48,"re-readers","2","lnormcomp"
"986030",3.2,8192,512,56,"readers","2","lnormcomp"
"986031",3.2,8192,512,56,"re-readers","2","lnormcomp"
"986230",3.2,8192,512,64,"readers","2","lnormcomp"
"986231",3.2,8192,512,64,"re-readers","2","lnormcomp"
"986430",3.2,8192,1024,1,"readers","4","lnormcomp"
"986431",3.2,8192,1024,1,"re-readers","5","normcomp"
"986630",3.2,8192,1024,8,"readers","2","normcomp"
"986631",3.2,8192,1024,8,"re-readers","2","normcomp"
"986830",3.2,8192,1024,16,"readers","2","lnormcomp"
"986831",3.2,8192,1024,16,"re-readers","2","normcomp"
"987030",3.2,8192,1024,24,"readers","2","normcomp"
"987031",3.2,8192,1024,24,"re-readers","2","normcomp"
"987230",3.2,8192,1024,32,"readers","2","normcomp"
"987231",3.2,8192,1024,32,"re-readers","2","normcomp"
"987430",3.2,8192,1024,40,"readers","2","lnormcomp"
"987431",3.2,8192,1024,40,"re-readers","2","normcomp"
"987630",3.2,8192,1024,48,"readers","2","lnormcomp"
"987631",3.2,8192,1024,48,"re-readers","2","normcomp"
"987830",3.2,8192,1024,56,"readers","2","lnormcomp"
"987831",3.2,8192,1024,56,"re-readers","2","normcomp"
"988030",3.2,8192,1024,64,"readers","2","lnormcomp"
"988031",3.2,8192,1024,64,"re-readers","2","lnormcomp"
"988230",3.2,8192,2048,1,"readers","4","normcomp"
"988231",3.2,8192,2048,1,"re-readers","3","normcomp"
"988430",3.2,8192,2048,8,"readers","2","normcomp"
"988431",3.2,8192,2048,8,"re-readers","2","normcomp"
"988630",3.2,8192,2048,16,"readers","2","normcomp"
"988631",3.2,8192,2048,16,"re-readers","2","normcomp"
"988830",3.2,8192,2048,24,"readers","2","weibullcomp"
"988831",3.2,8192,2048,24,"re-readers","2","lnormcomp"
"989030",3.2,8192,2048,32,"readers","2","gammacomp"
"989031",3.2,8192,2048,32,"re-readers","2","lnormcomp"
"989230",3.2,8192,2048,40,"readers","2","lnormcomp"
"989231",3.2,8192,2048,40,"re-readers","2","gammacomp"
"989430",3.2,8192,2048,48,"readers","2","normcomp"
"989431",3.2,8192,2048,48,"re-readers","2","normcomp"
"989630",3.2,8192,2048,56,"readers","2","normcomp"
"989631",3.2,8192,2048,56,"re-readers","2","normcomp"
"989830",3.2,8192,2048,64,"readers","2","normcomp"
"989831",3.2,8192,2048,64,"re-readers","2","normcomp"
"990030",3.2,8192,4096,1,"readers","3","lnormcomp"
"990031",3.2,8192,4096,1,"re-readers","4","normcomp"
"990230",3.2,8192,4096,8,"readers","3","normcomp"
"990231",3.2,8192,4096,8,"re-readers","2","normcomp"
"990430",3.2,8192,4096,16,"readers","2","normcomp"
"990431",3.2,8192,4096,16,"re-readers","4","lnormcomp"
"990630",3.2,8192,4096,24,"readers","2","lnormcomp"
"990631",3.2,8192,4096,24,"re-readers","2","normcomp"
"990830",3.2,8192,4096,32,"readers","2","weibullcomp"
"990831",3.2,8192,4096,32,"re-readers","2","weibullcomp"
"991030",3.2,8192,4096,40,"readers","2","weibullcomp"
"991031",3.2,8192,4096,40,"re-readers","2","weibullcomp"
"991230",3.2,8192,4096,48,"readers","2","normcomp"
"991231",3.2,8192,4096,48,"re-readers","2","normcomp"
"991430",3.2,8192,4096,56,"readers","2","lnormcomp"
"991431",3.2,8192,4096,56,"re-readers","2","weibullcomp"
"991630",3.2,8192,4096,64,"readers","2","normcomp"
"991631",3.2,8192,4096,64,"re-readers","2","lnormcomp"
"991830",3.2,8192,8192,1,"readers","4","lnormcomp"
"991831",3.2,8192,8192,1,"re-readers","5","normcomp"
"992030",3.2,8192,8192,8,"readers","2","normcomp"
"992031",3.2,8192,8192,8,"re-readers","2","normcomp"
"992230",3.2,8192,8192,16,"readers","3","lnormcomp"
"992231",3.2,8192,8192,16,"re-readers","2","lnormcomp"
"992430",3.2,8192,8192,24,"readers","4","normcomp"
"992431",3.2,8192,8192,24,"re-readers","2","lnormcomp"
"992630",3.2,8192,8192,32,"readers","2","lnormcomp"
"992631",3.2,8192,8192,32,"re-readers","2","lnormcomp"
"992830",3.2,8192,8192,40,"readers","2","lnormcomp"
"992831",3.2,8192,8192,40,"re-readers","2","lnormcomp"
"993030",3.2,8192,8192,48,"readers","2","weibullcomp"
"993031",3.2,8192,8192,48,"re-readers","3","lnormcomp"
"993230",3.2,8192,8192,56,"readers","2","weibullcomp"
"993231",3.2,8192,8192,56,"re-readers","2","weibullcomp"
"993430",3.2,8192,8192,64,"readers","2","weibullcomp"
"993431",3.2,8192,8192,64,"re-readers","2","weibullcomp"
"993630",3.2,16384,4,1,"readers","5","lnormcomp"
"993631",3.2,16384,4,1,"re-readers","3","lnormcomp"
"993830",3.2,16384,4,8,"readers","5","normcomp"
"993831",3.2,16384,4,8,"re-readers","3","lnormcomp"
"994030",3.2,16384,4,16,"readers","5","normcomp"
"994031",3.2,16384,4,16,"re-readers","2","lnormcomp"
"994230",3.2,16384,4,24,"readers","2","gammacomp"
"994231",3.2,16384,4,24,"re-readers","2","lnormcomp"
"994430",3.2,16384,4,32,"readers","2","normcomp"
"994431",3.2,16384,4,32,"re-readers","2","normcomp"
"994630",3.2,16384,4,40,"readers","2","lnormcomp"
"994631",3.2,16384,4,40,"re-readers","4","normcomp"
"994830",3.2,16384,4,48,"readers","2","normcomp"
"994831",3.2,16384,4,48,"re-readers","2","normcomp"
"995030",3.2,16384,4,56,"readers","2","normcomp"
"995031",3.2,16384,4,56,"re-readers","2","lnormcomp"
"995230",3.2,16384,4,64,"readers","2","normcomp"
"995231",3.2,16384,4,64,"re-readers","2","normcomp"
"995430",3.2,16384,8,1,"readers","5","normcomp"
"995431",3.2,16384,8,1,"re-readers","5","lnormcomp"
"995630",3.2,16384,8,8,"readers","5","normcomp"
"995631",3.2,16384,8,8,"re-readers","2","gammacomp"
"995830",3.2,16384,8,16,"readers","5","lnormcomp"
"995831",3.2,16384,8,16,"re-readers","2","lnormcomp"
"996030",3.2,16384,8,24,"readers","2","lnormcomp"
"996031",3.2,16384,8,24,"re-readers","2","normcomp"
"996230",3.2,16384,8,32,"readers","2","lnormcomp"
"996231",3.2,16384,8,32,"re-readers","2","normcomp"
"996430",3.2,16384,8,40,"readers","2","gammacomp"
"996431",3.2,16384,8,40,"re-readers","2","normcomp"
"996630",3.2,16384,8,48,"readers","2","normcomp"
"996631",3.2,16384,8,48,"re-readers","2","normcomp"
"996830",3.2,16384,8,56,"readers","2","normcomp"
"996831",3.2,16384,8,56,"re-readers","2","gammacomp"
"997030",3.2,16384,8,64,"readers","2","normcomp"
"997031",3.2,16384,8,64,"re-readers","2","lnormcomp"
"997230",3.2,16384,16,1,"readers","5","lnormcomp"
"997231",3.2,16384,16,1,"re-readers","4","lnormcomp"
"997430",3.2,16384,16,8,"readers","5","normcomp"
"997431",3.2,16384,16,8,"re-readers","2","lnormcomp"
"997630",3.2,16384,16,16,"readers","2","normcomp"
"997631",3.2,16384,16,16,"re-readers","2","lnormcomp"
"997830",3.2,16384,16,24,"readers","2","normcomp"
"997831",3.2,16384,16,24,"re-readers","2","normcomp"
"998030",3.2,16384,16,32,"readers","2","lnormcomp"
"998031",3.2,16384,16,32,"re-readers","2","normcomp"
"998230",3.2,16384,16,40,"readers","2","normcomp"
"998231",3.2,16384,16,40,"re-readers","2","lnormcomp"
"998430",3.2,16384,16,48,"readers","2","normcomp"
"998431",3.2,16384,16,48,"re-readers","2","gammacomp"
"998630",3.2,16384,16,56,"readers","2","normcomp"
"998631",3.2,16384,16,56,"re-readers","2","lnormcomp"
"998830",3.2,16384,16,64,"readers","2","normcomp"
"998831",3.2,16384,16,64,"re-readers","2","lnormcomp"
"999030",3.2,16384,32,1,"readers","3","lnormcomp"
"999031",3.2,16384,32,1,"re-readers","4","normcomp"
"999230",3.2,16384,32,8,"readers","5","normcomp"
"999231",3.2,16384,32,8,"re-readers","2","lnormcomp"
"999430",3.2,16384,32,16,"readers","2","normcomp"
"999431",3.2,16384,32,16,"re-readers","2","lnormcomp"
"999630",3.2,16384,32,24,"readers","2","normcomp"
"999631",3.2,16384,32,24,"re-readers","2","normcomp"
"999830",3.2,16384,32,32,"readers","2","lnormcomp"
"999831",3.2,16384,32,32,"re-readers","2","normcomp"
"1000030",3.2,16384,32,40,"readers","2","gammacomp"
"1000031",3.2,16384,32,40,"re-readers","3","normcomp"
"1000230",3.2,16384,32,48,"readers","2","lnormcomp"
"1000231",3.2,16384,32,48,"re-readers","2","normcomp"
"1000430",3.2,16384,32,56,"readers","2","normcomp"
"1000431",3.2,16384,32,56,"re-readers","2","normcomp"
"1000630",3.2,16384,32,64,"readers","2","normcomp"
"1000631",3.2,16384,32,64,"re-readers","2","lnormcomp"
"1000830",3.2,16384,64,1,"readers","3","lnormcomp"
"1000831",3.2,16384,64,1,"re-readers","4","normcomp"
"1001030",3.2,16384,64,8,"readers","5","normcomp"
"1001031",3.2,16384,64,8,"re-readers","2","normcomp"
"1001230",3.2,16384,64,16,"readers","5","lnormcomp"
"1001231",3.2,16384,64,16,"re-readers","2","normcomp"
"1001430",3.2,16384,64,24,"readers","2","lnormcomp"
"1001431",3.2,16384,64,24,"re-readers","2","lnormcomp"
"1001630",3.2,16384,64,32,"readers","2","lnormcomp"
"1001631",3.2,16384,64,32,"re-readers","2","normcomp"
"1001830",3.2,16384,64,40,"readers","2","lnormcomp"
"1001831",3.2,16384,64,40,"re-readers","2","normcomp"
"1002030",3.2,16384,64,48,"readers","2","normcomp"
"1002031",3.2,16384,64,48,"re-readers","2","normcomp"
"1002230",3.2,16384,64,56,"readers","2","lnormcomp"
"1002231",3.2,16384,64,56,"re-readers","2","normcomp"
"1002430",3.2,16384,64,64,"readers","2","normcomp"
"1002431",3.2,16384,64,64,"re-readers","2","lnormcomp"
"1002630",3.2,16384,128,1,"readers","5","lnormcomp"
"1002631",3.2,16384,128,1,"re-readers","4","lnormcomp"
"1002830",3.2,16384,128,8,"readers","4","lnormcomp"
"1002831",3.2,16384,128,8,"re-readers","2","lnormcomp"
"1003030",3.2,16384,128,16,"readers","2","normcomp"
"1003031",3.2,16384,128,16,"re-readers","2","normcomp"
"1003230",3.2,16384,128,24,"readers","2","normcomp"
"1003231",3.2,16384,128,24,"re-readers","2","lnormcomp"
"1003430",3.2,16384,128,32,"readers","2","lnormcomp"
"1003431",3.2,16384,128,32,"re-readers","2","lnormcomp"
"1003630",3.2,16384,128,40,"readers","4","normcomp"
"1003631",3.2,16384,128,40,"re-readers","2","normcomp"
"1003830",3.2,16384,128,48,"readers","2","normcomp"
"1003831",3.2,16384,128,48,"re-readers","2","normcomp"
"1004030",3.2,16384,128,56,"readers","2","normcomp"
"1004031",3.2,16384,128,56,"re-readers","3","normcomp"
"1004230",3.2,16384,128,64,"readers","2","lnormcomp"
"1004231",3.2,16384,128,64,"re-readers","2","normcomp"
"1004430",3.2,16384,256,1,"readers","3","lnormcomp"
"1004431",3.2,16384,256,1,"re-readers","4","lnormcomp"
"1004630",3.2,16384,256,8,"readers","5","lnormcomp"
"1004631",3.2,16384,256,8,"re-readers","2","lnormcomp"
"1004830",3.2,16384,256,16,"readers","2","normcomp"
"1004831",3.2,16384,256,16,"re-readers","2","lnormcomp"
"1005030",3.2,16384,256,24,"readers","2","normcomp"
"1005031",3.2,16384,256,24,"re-readers","2","normcomp"
"1005230",3.2,16384,256,32,"readers","2","normcomp"
"1005231",3.2,16384,256,32,"re-readers","2","normcomp"
"1005430",3.2,16384,256,40,"readers","2","normcomp"
"1005431",3.2,16384,256,40,"re-readers","2","normcomp"
"1005630",3.2,16384,256,48,"readers","2","gammacomp"
"1005631",3.2,16384,256,48,"re-readers","2","lnormcomp"
"1005830",3.2,16384,256,56,"readers","2","lnormcomp"
"1005831",3.2,16384,256,56,"re-readers","2","normcomp"
"1006030",3.2,16384,256,64,"readers","2","normcomp"
"1006031",3.2,16384,256,64,"re-readers","2","lnormcomp"
"1006230",3.2,16384,512,1,"readers","4","lnormcomp"
"1006231",3.2,16384,512,1,"re-readers","4","normcomp"
"1006430",3.2,16384,512,8,"readers","5","normcomp"
"1006431",3.2,16384,512,8,"re-readers","2","normcomp"
"1006630",3.2,16384,512,16,"readers","3","normcomp"
"1006631",3.2,16384,512,16,"re-readers","2","lnormcomp"
"1006830",3.2,16384,512,24,"readers","2","lnormcomp"
"1006831",3.2,16384,512,24,"re-readers","2","normcomp"
"1007030",3.2,16384,512,32,"readers","2","normcomp"
"1007031",3.2,16384,512,32,"re-readers","2","normcomp"
"1007230",3.2,16384,512,40,"readers","3","normcomp"
"1007231",3.2,16384,512,40,"re-readers","2","normcomp"
"1007430",3.2,16384,512,48,"readers","2","normcomp"
"1007431",3.2,16384,512,48,"re-readers","2","normcomp"
"1007630",3.2,16384,512,56,"readers","2","gammacomp"
"1007631",3.2,16384,512,56,"re-readers","2","lnormcomp"
"1007830",3.2,16384,512,64,"readers","2","gammacomp"
"1007831",3.2,16384,512,64,"re-readers","2","normcomp"
"1008030",3.2,16384,1024,1,"readers","3","normcomp"
"1008031",3.2,16384,1024,1,"re-readers","2","lnormcomp"
"1008230",3.2,16384,1024,8,"readers","2","lnormcomp"
"1008231",3.2,16384,1024,8,"re-readers","2","lnormcomp"
"1008430",3.2,16384,1024,16,"readers","2","normcomp"
"1008431",3.2,16384,1024,16,"re-readers","3","normcomp"
"1008630",3.2,16384,1024,24,"readers","2","lnormcomp"
"1008631",3.2,16384,1024,24,"re-readers","2","lnormcomp"
"1008830",3.2,16384,1024,32,"readers","2","normcomp"
"1008831",3.2,16384,1024,32,"re-readers","2","normcomp"
"1009030",3.2,16384,1024,40,"readers","2","lnormcomp"
"1009031",3.2,16384,1024,40,"re-readers","2","normcomp"
"1009102",3.2,16384,1024,48,"readers","2","normcomp"
"1009103",3.2,16384,1024,48,"re-readers","2","normcomp"
"1009430",3.2,16384,1024,56,"readers","2","lnormcomp"
"1009431",3.2,16384,1024,56,"re-readers","2","normcomp"
"1009630",3.2,16384,1024,64,"readers","2","normcomp"
"1009631",3.2,16384,1024,64,"re-readers","2","normcomp"
"1009830",3.2,16384,2048,1,"readers","5","lnormcomp"
"1009831",3.2,16384,2048,1,"re-readers","5","normcomp"
"1010030",3.2,16384,2048,8,"readers","5","lnormcomp"
"1010031",3.2,16384,2048,8,"re-readers","2","normcomp"
"1010230",3.2,16384,2048,16,"readers","2","normcomp"
"1010231",3.2,16384,2048,16,"re-readers","2","lnormcomp"
"1010302",3.2,16384,2048,24,"readers","2","normcomp"
"1010303",3.2,16384,2048,24,"re-readers","2","normcomp"
"1010630",3.2,16384,2048,32,"readers","2","normcomp"
"1010631",3.2,16384,2048,32,"re-readers","2","lnormcomp"
"1010830",3.2,16384,2048,40,"readers","2","lnormcomp"
"1010831",3.2,16384,2048,40,"re-readers","2","lnormcomp"
"1011030",3.2,16384,2048,48,"readers","2","lnormcomp"
"1011031",3.2,16384,2048,48,"re-readers","2","normcomp"
"1011230",3.2,16384,2048,56,"readers","2","lnormcomp"
"1011231",3.2,16384,2048,56,"re-readers","2","normcomp"
"1011430",3.2,16384,2048,64,"readers","2","lnormcomp"
"1011431",3.2,16384,2048,64,"re-readers","2","normcomp"
"1011630",3.2,16384,4096,1,"readers","4","lnormcomp"
"1011631",3.2,16384,4096,1,"re-readers","3","lnormcomp"
"1011830",3.2,16384,4096,8,"readers","2","lnormcomp"
"1011831",3.2,16384,4096,8,"re-readers","2","lnormcomp"
"1012030",3.2,16384,4096,16,"readers","3","normcomp"
"1012031",3.2,16384,4096,16,"re-readers","2","lnormcomp"
"1012230",3.2,16384,4096,24,"readers","2","normcomp"
"1012231",3.2,16384,4096,24,"re-readers","2","normcomp"
"1012430",3.2,16384,4096,32,"readers","2","normcomp"
"1012431",3.2,16384,4096,32,"re-readers","2","normcomp"
"1012630",3.2,16384,4096,40,"readers","2","normcomp"
"1012631",3.2,16384,4096,40,"re-readers","2","lnormcomp"
"1012830",3.2,16384,4096,48,"readers","2","lnormcomp"
"1012831",3.2,16384,4096,48,"re-readers","2","normcomp"
"1013034",3.2,16384,4096,56,"readers","2","lnormcomp"
"1013035",3.2,16384,4096,56,"re-readers","2","normcomp"
"1013238",3.2,16384,4096,64,"readers","2","normcomp"
"1013239",3.2,16384,4096,64,"re-readers","2","normcomp"
"1013438",3.2,16384,8192,1,"readers","4","lnormcomp"
"1013439",3.2,16384,8192,1,"re-readers","4","lnormcomp"
"1013638",3.2,16384,8192,8,"readers","3","normcomp"
"1013639",3.2,16384,8192,8,"re-readers","2","normcomp"
"1013838",3.2,16384,8192,16,"readers","2","lnormcomp"
"1013839",3.2,16384,8192,16,"re-readers","3","normcomp"
"1014038",3.2,16384,8192,24,"readers","2","normcomp"
"1014039",3.2,16384,8192,24,"re-readers","2","lnormcomp"
"1014110",3.2,16384,8192,32,"readers","2","lnormcomp"
"1014111",3.2,16384,8192,32,"re-readers","2","weibullcomp"
"1014438",3.2,16384,8192,40,"readers","2","weibullcomp"
"1014439",3.2,16384,8192,40,"re-readers","2","normcomp"
"1014638",3.2,16384,8192,48,"readers","2","normcomp"
"1014639",3.2,16384,8192,48,"re-readers","2","weibullcomp"
"1014838",3.2,16384,8192,56,"readers","2","lnormcomp"
"1014839",3.2,16384,8192,56,"re-readers","2","lnormcomp"
"1015038",3.2,16384,8192,64,"readers","2","lnormcomp"
"1015039",3.2,16384,8192,64,"re-readers","2","weibullcomp"
"1015238",3.2,16384,16384,1,"readers","2","lnormcomp"
"1015239",3.2,16384,16384,1,"re-readers","2","lnormcomp"
"1015438",3.2,16384,16384,8,"readers","5","lnormcomp"
"1015439",3.2,16384,16384,8,"re-readers","2","normcomp"
"1015642",3.2,16384,16384,16,"readers","4","normcomp"
"1015643",3.2,16384,16384,16,"re-readers","3","lnormcomp"
"1015842",3.2,16384,16384,24,"readers","4","normcomp"
"1015843",3.2,16384,16384,24,"re-readers","2","lnormcomp"
"1016042",3.2,16384,16384,32,"readers","2","lnormcomp"
"1016043",3.2,16384,16384,32,"re-readers","2","lnormcomp"
"1016242",3.2,16384,16384,40,"readers","2","normcomp"
"1016243",3.2,16384,16384,40,"re-readers","2","lnormcomp"
"1016442",3.2,16384,16384,48,"readers","2","normcomp"
"1016443",3.2,16384,16384,48,"re-readers","3","lnormcomp"
"1016642",3.2,16384,16384,56,"readers","2","weibullcomp"
"1016643",3.2,16384,16384,56,"re-readers","2","lnormcomp"
"1016842",3.2,16384,16384,64,"readers","3","lnormcomp"
"1016843",3.2,16384,16384,64,"re-readers","2","normcomp"
"1017350",2.8,4,4,16,"readers","2","lnormcomp"
"1017351",2.8,4,4,16,"re-readers","4","lnormcomp"
"1017550",2.8,4,4,24,"readers","2","lnormcomp"
"1017551",2.8,4,4,24,"re-readers","2","lnormcomp"
